withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
28,6,1,1.4495891,['n'],1,right,['9'],2,0.3352983,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
29,6,1,1.0991629,['n'],1,right,['9'],2,0.2020334,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
30,6,1,0.8669838,['n'],1,right,['3'],4,0.4847947,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
31,6,1,1.2166023,['c'],1,left,['3'],4,0.0846283,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
32,6,1,0.9505603,['n'],1,right,['3'],4,0.0840134,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
33,6,1,0.7672276,['n'],0,left,['3'],4,0.0673333,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
34,6,1,0.6337388,['n'],1,right,['3'],4,0.0833192,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
35,6,1,0.7676585,['c'],1,left,['3'],4,0.0846626,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
36,6,1,0.6172061,['n'],0,left,['3'],4,0.0513273,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
37,6,1,0.4674757,['c'],1,left,['3'],4,0.0347228,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
38,6,1,1.0837241,['c'],1,left,['3'],4,0.0177507,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
39,6,1,0.7319316,['n'],0,left,['3'],4,0.0522014,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
40,6,1,0.6164647,['n'],0,left,['3'],4,0.0348675,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
41,6,1,0.766648,['n'],1,right,['3'],4,0.1014027,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
42,6,1,0.8172222,['c'],1,left,['3'],4,0.0845501,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
43,6,1,0.6161511,['n'],0,left,['3'],4,0.0339446,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
44,6,1,0.4679306,['c'],0,right,['3'],4,0.0997455,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
45,6,1,0.583928,['n'],1,right,['3'],4,0.0347112,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
46,6,1,1.1174063,['n'],0,left,['3'],4,0.118039,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
47,6,1,0.8828676,['n'],1,right,['3'],4,1.818061,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
48,6,1,0.8668117,['c'],1,left,['3'],4,0.0500454,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
49,6,1,0.5826361,['n'],1,right,['3'],4,0.0853782,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
50,6,1,0.9337751,['n'],1,right,['3'],4,0.0180975,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
51,6,1,0.5817411,['n'],1,right,['3'],4,0.0507794,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
52,6,1,0.9512713,['n'],1,right,['3'],4,0.0180372,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
53,6,1,0.4165037,['n'],0,left,['3'],4,0.0180281,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
54,6,1,0.7008585,['n'],0,left,['3'],4,0.9017137,0.4,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
55,6,1,0.5510709,['c'],0,right,['3'],4,0.1679139,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
56,6,1,0.8671595,['c'],1,left,['3'],4,1.1180304,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
57,6,1,0.6998767,['n'],0,left,['3'],4,0.0520742,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
58,6,1,0.5993527,['n'],0,left,['3'],4,0.052175,0.1,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
59,6,1,0.5671493,['n'],0,left,['3'],4,0.0847572,0.2,0,FastFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
0,7,1,1.6003192,['n'],0,left,['9'],2,1.3507605,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
1,7,1,0.9982365,['n'],1,right,['3'],4,0.4840825,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
2,7,1,1.2019292,['n'],1,right,['3'],4,1.1514491,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
3,7,1,1.7669499,['n'],0,left,['3'],4,0.3513628,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
4,7,1,0.867353,['n'],1,right,['3'],4,0.2170474,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
5,7,1,0.9333009,['n'],1,right,['9'],2,1.0007169,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
6,7,1,1.2325572,['n'],1,right,['9'],2,0.2349571,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
7,7,1,2.3677426,['c'],1,left,['3'],4,1.2347249,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
8,7,1,1.58379,['c'],0,right,['3'],4,0.1516854,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
9,7,1,2.3164712,['c'],1,left,['3'],4,0.1677887,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
10,7,1,2.1338493,['n'],0,left,['3'],4,0.0998504,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
11,7,1,1.8175268,['n'],1,right,['3'],4,0.1180077,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
12,7,1,1.1163436,['n'],1,right,['3'],4,0.1844304,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
14,7,1,1.13465,['c'],1,left,['3'],4,0.1344531,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
15,7,1,1.6005893,['n'],0,left,['3'],4,0.2009663,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
16,7,1,0.7840485,['c'],1,left,['3'],4,0.0999133,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
17,7,1,0.9993788,['c'],1,left,['3'],4,0.0512562,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
18,7,1,0.9172523,['n'],1,right,['3'],4,0.100168,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
19,7,1,1.5506689,['c'],0,right,['3'],4,0.0670102,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
20,7,1,0.8163833,['c'],1,left,['3'],4,0.1185362,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
21,7,1,0.8677321,['n'],1,right,['3'],4,0.1680848,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
22,7,1,0.7172671,['c'],1,left,['3'],4,0.1178485,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
23,7,1,0.7511945,['n'],1,right,['3'],4,0.1339526,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
24,7,1,1.3339278,['n'],1,right,['3'],4,0.1178293,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
25,7,1,0.4672576,['c'],1,left,['3'],4,0.1499909,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
26,7,1,0.8184056,['n'],1,right,['3'],4,0.0681105,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
27,7,1,1.2667447,['n'],1,right,['3'],4,0.1181257,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
28,7,1,0.950326,['n'],1,right,['3'],4,0.0846888,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
29,7,1,0.7340932,['n'],1,right,['3'],4,0.0997433,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
30,7,1,0.4675323,['c'],1,left,['3'],4,0.050933,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
31,7,1,0.9010317,['n'],1,right,['3'],4,0.1003486,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
32,7,1,2.8174475,['c'],0,right,['9'],2,0.2001848,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
33,7,1,0.8009333,['c'],1,left,['3'],4,0.2682273,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
34,7,1,0.7004274,['n'],1,right,['3'],4,0.1013966,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
35,7,1,0.5669874,['c'],1,left,['3'],4,0.0849339,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
36,7,1,0.9834955,['n'],1,right,['3'],4,0.1353625,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
37,7,1,0.9337275,['n'],1,right,['3'],4,0.0512365,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
38,7,1,0.7162832,['c'],1,left,['3'],4,0.0844564,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
39,7,1,0.9338237,['c'],1,left,['3'],4,0.0843756,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
40,7,1,0.9336623,['n'],1,right,['3'],4,0.1183696,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
41,7,1,1.1503888,['c'],1,left,['3'],4,0.1186162,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
42,7,1,1.3500797,['n'],1,right,['3'],4,0.0684545,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
43,7,1,0.917893,['c'],1,left,['3'],4,1.2012846,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
44,7,1,1.2495483,['c'],0,right,['3'],4,0.0182828,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
45,7,1,0.7671636,['n'],1,right,['3'],4,0.1353131,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
46,7,1,0.8994354,['c'],1,left,['3'],4,0.0346587,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
47,7,1,1.5170872,['c'],1,left,['3'],4,0.1513663,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
48,7,1,0.8001066,['c'],1,left,['3'],4,0.1345665,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
49,7,1,0.800575,['c'],1,left,['3'],4,0.0681926,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
50,7,1,1.5497792,['c'],1,left,['3'],4,0.1179842,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
51,7,1,2.5170522,['c'],0,right,['9'],2,0.2168454,0.1,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
52,7,1,0.9846777,['c'],1,left,['3'],4,0.1177958,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
53,7,1,1.2331978,['c'],1,left,['3'],4,0.0679726,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
54,7,1,0.7177267,['c'],1,left,['3'],4,0.0847456,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
55,7,1,0.8008507,['n'],1,right,['3'],4,0.1187199,0.4,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
56,7,1,0.7007674,['c'],0,right,['3'],4,0.1000765,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
57,7,1,0.6511325,['n'],0,left,['3'],4,0.0853849,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
58,7,1,0.5817071,['c'],1,left,['3'],4,0.0854396,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
59,7,1,0.6316283,['n'],1,right,['3'],4,0.1008495,0.2,0,AccFast,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
0,8,1,1.5678155,['c'],1,left,['3'],4,1.4500572,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
1,8,1,2.0335884,['n'],1,right,['9'],2,0.5521482,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
2,8,1,1.3002364,['n'],0,left,['9'],2,1.2000171,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
3,8,1,2.5339021,['n'],1,right,['3'],4,1.817774,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
4,8,1,1.9336773,['c'],1,left,['3'],4,0.9334831,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
5,8,1,1.1844197,['n'],1,right,['3'],4,0.9015395,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
6,8,1,0.8825496,['n'],1,right,['3'],4,0.7021178,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
7,8,1,3.1495338,['n'],1,right,['3'],4,0.6499229,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
8,8,1,1.6670804,['c'],1,left,['3'],4,0.7001462,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
9,8,1,1.5174266,['n'],1,right,['3'],4,0.8013497,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
10,8,1,1.300791,['n'],1,right,['3'],4,1.001258,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
11,8,1,1.3829765,['n'],1,right,['3'],4,1.2179858,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
12,8,1,1.2508986,['n'],1,right,['3'],4,0.85148,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
13,8,1,2.2161481,['c'],1,left,['9'],2,0.5184029,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
14,8,1,1.7331162,['c'],1,left,['9'],2,0.7690804,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
15,8,1,2.7162395,['n'],1,right,['8'],3,1.7018093,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
16,8,1,1.2162071,['c'],1,left,['8'],3,0.9179806,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
17,8,1,2.702421,['n'],1,right,['8'],3,0.5346434,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
18,8,1,1.0658669,['c'],1,left,['3'],4,0.4855862,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
19,8,1,2.4500996,['c'],1,left,['3'],4,0.767789,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
20,8,1,2.2505232,['c'],1,left,['8'],3,1.1334128,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
21,8,1,2.1509113,['c'],1,left,['3'],4,0.4844126,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
22,8,1,1.1321327,['n'],1,right,['3'],4,1.8344776,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
23,8,1,2.283734,['c'],1,left,['9'],2,1.1345828,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
24,8,1,1.4503781,['n'],1,right,['3'],4,0.9846591,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
25,8,1,1.6669097,['n'],0,left,['3'],4,1.6179267,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
26,8,1,1.565282,['n'],1,right,['8'],3,0.6174387,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
27,8,1,2.4351887,['c'],0,right,['3'],4,1.6498027,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
28,8,1,1.4510868,['n'],1,right,['3'],4,0.3165147,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
29,8,1,1.8673709,['c'],1,left,['3'],4,0.4013329,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
30,8,1,1.300126,['c'],1,left,['3'],4,0.5020894,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
31,8,1,1.8828029,['c'],0,right,['8'],3,0.368146,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
32,8,1,3.2178671,['n'],0,left,['3'],4,0.9512435,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
33,8,1,1.0491736,['c'],1,left,['3'],4,0.5355296,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
34,8,1,3.3164257,['n'],0,left,['3'],4,1.2846586,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
35,8,1,1.2003258,['c'],1,left,['3'],4,0.3347373,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
36,8,1,0.7651382,['c'],1,left,['3'],4,0.0841572,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
37,8,1,1.1165416,['c'],1,left,['3'],4,0.1014719,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
38,8,1,1.3659083,['n'],1,right,['3'],4,0.6014779,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
39,8,1,0.6504305,['c'],1,left,['3'],4,0.4169323,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
40,8,1,1.5174039,['c'],0,right,['9'],2,0.284623,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
41,8,1,1.3337262,['c'],1,left,['3'],4,0.3682322,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
42,8,1,0.7844185,['c'],1,left,['3'],4,0.3514782,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
43,8,1,2.3336896,['n'],1,right,['3'],4,0.8679683,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
44,8,1,0.6989867,['c'],1,left,['3'],4,0.6854855,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
45,8,1,0.6506092,['c'],1,left,['3'],4,0.8014329,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
46,8,1,0.5332975,['n'],1,right,['3'],4,0.6677605,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
47,8,1,0.8675693,['n'],1,right,['3'],4,0.7178368,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
48,8,1,0.5338435,['c'],0,right,['3'],4,0.6017133,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
49,8,1,0.6825916,['c'],1,left,['3'],4,0.8517838,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
50,8,1,0.7175386,['n'],1,right,['3'],4,0.7507237,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
51,8,1,1.4673896,['c'],0,right,['9'],2,0.2347845,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
52,8,1,1.3488006,['c'],1,left,['9'],2,0.5175327,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
53,8,1,1.1348929,['n'],0,left,['3'],4,0.9346748,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
54,8,1,0.8678305,['n'],1,right,['3'],4,0.5507664,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
55,8,1,2.1669667,['n'],1,right,['8'],3,2.151103,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
56,8,1,0.883598,['n'],1,right,['3'],4,0.385223,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
57,8,1,1.1826729,['c'],1,left,['3'],4,0.6179742,0.4,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
58,8,1,0.9826303,['n'],1,right,['3'],4,0.6336841,0.2,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
59,8,1,1.16816,['c'],0,right,['3'],4,1.4845585,0.1,0,AccAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
0,9,1,1.7842764,['c'],1,left,['8'],3,3.4179439,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
1,9,1,1.867141,['c'],0,right,['9'],2,2.2677208,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
2,9,1,0.6171627,['n'],1,right,['3'],4,1.3837501,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
3,9,1,2.2159839,['n'],0,left,['3'],4,0.584888,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
4,9,1,0.6837997,['n'],1,right,['3'],4,0.5666401,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
5,9,1,0.5008112,['c'],1,left,['3'],4,0.366618,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
6,9,1,0.8670168,['n'],0,left,['3'],4,0.4347145,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
7,9,1,0.8333253,['n'],1,right,['3'],4,0.8681459,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
8,9,1,0.733568,['c'],1,left,['3'],4,0.6171642,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
9,9,1,0.9827832,['n'],0,left,['3'],4,0.9690317,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
10,9,1,0.6339343,['n'],1,right,['2'],5,2.0348938,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
11,9,1,0.6504226,['c'],1,left,['2'],5,4.6509805,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
12,9,1,0.7845643,['n'],1,right,['2'],5,0.4680875,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
13,9,1,0.5845956,['c'],0,right,['2'],5,0.6500985,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
14,9,1,2.2161149,['n'],0,left,['8'],3,1.2019565,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
15,9,1,0.7841323,['c'],1,left,['3'],4,1.2013594,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
16,9,1,1.6170582,['n'],1,right,['3'],4,1.8179595,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
17,9,1,0.8340298,['c'],0,right,['3'],4,2.1512676,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
18,9,1,0.6332466,['n'],1,right,['3'],4,0.6348641,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
19,9,1,0.915281,['n'],1,right,['3'],4,0.3520661,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
20,9,1,0.5152786,['n'],1,right,['9'],2,0.9355065,0.2,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
21,9,1,1.2331299,['c'],0,right,['9'],2,0.8178892,0.4,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
22,9,1,1.1171668,['c'],0,right,['3'],4,1.983626,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
23,9,1,1.9177748,['n'],1,right,['0'],1,1.5164073,0.1,0,FastAcc,28,18,Woman,Right,NA,19,TRUE,TRUE,TRUE,TRUE
